line,score,filename,timestamp,measurement
0,99.4,,2014-03-26 13:51:12.653000,
8,99.3,5331d74f-259af-7324cogP.VID,2014-03-26 13:51:14.700000,
21,88.3,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:06:01.747000,Substrate Align Left
70,84.1,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:06:03.763000,Substrate Align Right
116,79.8,52cc5154-25157-1b10cogP.VID,2014-03-26 14:06:08.356000,Local Align Right
160,79.7,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:06:10.388000,Local Align Left
203,94.6,52cc7476-24412-30cfcogP.VID,2014-03-26 14:06:14.388000,VCSEL Left
241,96.9,52cc74f4-245ae-5b0acogP.VID,2014-03-26 14:06:16.372000,VCSEL Right
279,97.0,5331b99c-278b2-7fdecogP.VID,2014-03-26 14:06:20.497000,
297,98.2,5331b96c-27816-208acogP.VID,2014-03-26 14:06:22.684000,
315,96.6,5331ba93-27bd9-8266cogP.VID,2014-03-26 14:06:27.638000,
328,96.7,5331badd-27ccb-255ccogP.VID,2014-03-26 14:06:29.888000,
341,96.7,5331bb69-27e94-1b65cogP.VID,2014-03-26 14:06:34.700000,
353,95.5,5331bb9a-27f34-24b5cogP.VID,2014-03-26 14:06:36.872000,
365,96.7,5331bc54-28193-2619cogP.VID,2014-03-26 14:06:43.278000,
377,94.9,5331bc8d-2824d-7f4ccogP.VID,2014-03-26 14:06:45.466000,
389,99.5,5331c5de-220ba-27d1cogP.VID,2014-03-26 14:06:50.169000,
401,99.2,5331c71d-224cb-7957cogP.VID,2014-03-26 14:06:52.419000,
413,99.5,5331c821-2281d-1db0cogP.VID,2014-03-26 14:07:00.466000,
425,99.3,5331c877-22935-387bcogP.VID,2014-03-26 14:07:02.513000,
437,99.5,5331d541-252f9-2e86cogP.VID,2014-03-26 14:07:08.169000,
449,99.2,5331d579-253b0-5dbdcogP.VID,2014-03-26 14:07:10.419000,
461,99.4,5331d5e2-25507-1643cogP.VID,2014-03-26 14:07:19.372000,
473,99.4,5331d607-2557f-27becogP.VID,2014-03-26 14:07:21.403000,
485,99.4,5331d6b4-257b4-8751cogP.VID,2014-03-26 14:07:29.341000,
497,99.4,5331d6d5-25820-70dacogP.VID,2014-03-26 14:07:31.528000,
509,99.4,5331d72d-25940-5f9ecogP.VID,2014-03-26 14:07:41.638000,
9,99.5,5331d74f-259af-7324cogP.VID,2014-03-26 14:07:43.700000,
521,99.3,5331d7a9-25ad4-35e0cogP.VID,2014-03-26 14:08:01.513000,
533,99.4,5331d7cc-25b47-7363cogP.VID,2014-03-26 14:08:03.544000,
545,99.5,5331d851-25cf9-4385cogP.VID,2014-03-26 14:08:21.153000,
557,99.3,5331d87d-25d89-7ae6cogP.VID,2014-03-26 14:08:23.200000,
569,99.4,5331d8d4-25ea5-3faecogP.VID,2014-03-26 14:08:51.403000,
581,99.3,5331d900-25f35-7710cogP.VID,2014-03-26 14:08:53.638000,
22,88.3,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:12:41.113000,Substrate Align Left
71,84.1,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:12:43.035000,Substrate Align Right
117,79.8,52cc5154-25157-1b10cogP.VID,2014-03-26 14:12:45.003000,Local Align Right
161,79.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:12:47.019000,Local Align Left
23,88.9,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:12:50.018000,Substrate Align Left
72,84.1,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:12:52.018000,Substrate Align Right
118,79.8,52cc5154-25157-1b10cogP.VID,2014-03-26 14:12:54.049000,Local Align Right
162,79.7,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:12:55.908000,Local Align Left
24,89.2,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:12:58.720000,Substrate Align Left
73,84.3,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:13:00.642000,Substrate Align Right
119,79.9,52cc5154-25157-1b10cogP.VID,2014-03-26 14:13:02.673000,Local Align Right
163,79.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:13:04.688000,Local Align Left
25,89.4,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:13:07.485000,Substrate Align Left
74,84.3,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:13:09.375000,Substrate Align Right
26,89.4,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:14:01.899000,Substrate Align Left
75,84.2,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:14:03.836000,Substrate Align Right
120,79.7,52cc5154-25157-1b10cogP.VID,2014-03-26 14:14:05.852000,Local Align Right
164,79.5,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:14:07.883000,Local Align Left
204,95.2,52cc7476-24412-30cfcogP.VID,2014-03-26 14:14:09.976000,VCSEL Left
242,96.9,52cc74f4-245ae-5b0acogP.VID,2014-03-26 14:14:11.835000,VCSEL Right
280,97.0,5331b99c-278b2-7fdecogP.VID,2014-03-26 14:14:13.757000,
298,98.1,5331b96c-27816-208acogP.VID,2014-03-26 14:14:15.679000,
316,96.6,5331ba93-27bd9-8266cogP.VID,2014-03-26 14:14:17.616000,
329,96.7,5331badd-27ccb-255ccogP.VID,2014-03-26 14:14:19.522000,
342,96.8,5331bb69-27e94-1b65cogP.VID,2014-03-26 14:14:21.693000,
354,96.0,5331bb9a-27f34-24b5cogP.VID,2014-03-26 14:14:23.599000,
366,96.1,5331bc54-28193-2619cogP.VID,2014-03-26 14:14:25.584000,
378,95.5,5331bc8d-2824d-7f4ccogP.VID,2014-03-26 14:14:27.490000,
390,99.5,5331c5de-220ba-27d1cogP.VID,2014-03-26 14:14:29.505000,
402,99.2,5331c71d-224cb-7957cogP.VID,2014-03-26 14:14:31.473000,
414,99.5,5331c821-2281d-1db0cogP.VID,2014-03-26 14:14:33.395000,
426,99.3,5331c877-22935-387bcogP.VID,2014-03-26 14:14:35.379000,
438,99.4,5331d541-252f9-2e86cogP.VID,2014-03-26 14:14:37.410000,
450,99.3,5331d579-253b0-5dbdcogP.VID,2014-03-26 14:14:39.457000,
462,99.5,5331d5e2-25507-1643cogP.VID,2014-03-26 14:14:41.550000,
474,99.3,5331d607-2557f-27becogP.VID,2014-03-26 14:14:43.425000,
486,99.5,5331d6b4-257b4-8751cogP.VID,2014-03-26 14:14:45.628000,
498,99.4,5331d6d5-25820-70dacogP.VID,2014-03-26 14:14:47.518000,
510,99.5,5331d72d-25940-5f9ecogP.VID,2014-03-26 14:14:49.830000,
10,99.5,5331d74f-259af-7324cogP.VID,2014-03-26 14:14:51.783000,
522,99.4,5331d7a9-25ad4-35e0cogP.VID,2014-03-26 14:14:54.064000,
534,99.4,5331d7cc-25b47-7363cogP.VID,2014-03-26 14:14:55.986000,
546,99.5,5331d851-25cf9-4385cogP.VID,2014-03-26 14:14:58.189000,
558,99.3,5331d87d-25d89-7ae6cogP.VID,2014-03-26 14:15:00.110000,
570,99.5,5331d8d4-25ea5-3faecogP.VID,2014-03-26 14:15:02.188000,
582,99.3,5331d900-25f35-7710cogP.VID,2014-03-26 14:15:04.094000,
27,88.5,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:15:07,Substrate Align Left
28,90.2,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:17:55.516000,Substrate Align Left
76,84.6,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:17:57.469000,Substrate Align Right
121,79.7,52cc5154-25157-1b10cogP.VID,2014-03-26 14:17:59.469000,Local Align Right
165,79.7,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:18:01.406000,Local Align Left
205,95.1,52cc7476-24412-30cfcogP.VID,2014-03-26 14:18:03.468000,VCSEL Left
243,96.9,52cc74f4-245ae-5b0acogP.VID,2014-03-26 14:18:05.390000,VCSEL Right
281,97.0,5331b99c-278b2-7fdecogP.VID,2014-03-26 14:18:07.406000,
299,98.0,5331b96c-27816-208acogP.VID,2014-03-26 14:18:09.343000,
317,96.6,5331ba93-27bd9-8266cogP.VID,2014-03-26 14:18:12.249000,
330,96.8,5331badd-27ccb-255ccogP.VID,2014-03-26 14:18:14.202000,
343,96.2,5331bb69-27e94-1b65cogP.VID,2014-03-26 14:18:16.218000,
355,96.0,5331bb9a-27f34-24b5cogP.VID,2014-03-26 14:18:18.171000,
367,96.6,5331bc54-28193-2619cogP.VID,2014-03-26 14:18:20.202000,
379,95.5,5331bc8d-2824d-7f4ccogP.VID,2014-03-26 14:18:22.077000,
391,99.5,5331c5de-220ba-27d1cogP.VID,2014-03-26 14:18:24.077000,
403,99.2,5331c71d-224cb-7957cogP.VID,2014-03-26 14:18:26.092000,
415,99.5,5331c821-2281d-1db0cogP.VID,2014-03-26 14:18:28.170000,
427,99.4,5331c877-22935-387bcogP.VID,2014-03-26 14:18:30.030000,
439,99.4,5331d541-252f9-2e86cogP.VID,2014-03-26 14:18:31.951000,
451,99.3,5331d579-253b0-5dbdcogP.VID,2014-03-26 14:18:33.904000,
463,99.4,5331d5e2-25507-1643cogP.VID,2014-03-26 14:18:35.936000,
475,99.4,5331d607-2557f-27becogP.VID,2014-03-26 14:18:37.795000,
487,99.5,5331d6b4-257b4-8751cogP.VID,2014-03-26 14:18:40.014000,
499,99.4,5331d6d5-25820-70dacogP.VID,2014-03-26 14:18:41.935000,
511,99.5,5331d72d-25940-5f9ecogP.VID,2014-03-26 14:18:44.248000,
11,99.4,5331d74f-259af-7324cogP.VID,2014-03-26 14:18:46.107000,
523,99.5,5331d7a9-25ad4-35e0cogP.VID,2014-03-26 14:18:48.076000,
535,99.4,5331d7cc-25b47-7363cogP.VID,2014-03-26 14:18:49.966000,
547,99.4,5331d851-25cf9-4385cogP.VID,2014-03-26 14:18:51.951000,
559,99.3,5331d87d-25d89-7ae6cogP.VID,2014-03-26 14:18:53.982000,
571,99.5,5331d8d4-25ea5-3faecogP.VID,2014-03-26 14:18:55.950000,
583,99.3,5331d900-25f35-7710cogP.VID,2014-03-26 14:18:57.903000,
29,88.5,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:19:00.763000,Substrate Align Left
77,84.2,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:19:02.731000,Substrate Align Right
122,80.0,52cc5154-25157-1b10cogP.VID,2014-03-26 14:19:04.794000,Local Align Right
166,79.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:19:06.840000,Local Align Left
206,95.1,52cc7476-24412-30cfcogP.VID,2014-03-26 14:19:08.903000,VCSEL Left
244,96.8,52cc74f4-245ae-5b0acogP.VID,2014-03-26 14:19:10.856000,VCSEL Right
282,96.9,5331b99c-278b2-7fdecogP.VID,2014-03-26 14:19:12.762000,
300,98.0,5331b96c-27816-208acogP.VID,2014-03-26 14:19:14.684000,
318,96.6,5331ba93-27bd9-8266cogP.VID,2014-03-26 14:19:16.668000,
331,96.7,5331badd-27ccb-255ccogP.VID,2014-03-26 14:19:18.731000,
319,96.6,5331ba93-27bd9-8266cogP.VID,2014-03-26 14:19:25.058000,
332,96.8,5331badd-27ccb-255ccogP.VID,2014-03-26 14:19:26.949000,
344,96.7,5331bb69-27e94-1b65cogP.VID,2014-03-26 14:19:28.918000,
356,95.9,5331bb9a-27f34-24b5cogP.VID,2014-03-26 14:19:30.824000,
368,96.1,5331bc54-28193-2619cogP.VID,2014-03-26 14:19:32.855000,
380,95.6,5331bc8d-2824d-7f4ccogP.VID,2014-03-26 14:19:34.730000,
392,99.4,5331c5de-220ba-27d1cogP.VID,2014-03-26 14:19:36.714000,
404,99.2,5331c71d-224cb-7957cogP.VID,2014-03-26 14:19:38.667000,
416,99.5,5331c821-2281d-1db0cogP.VID,2014-03-26 14:19:40.636000,
428,99.4,5331c877-22935-387bcogP.VID,2014-03-26 14:19:42.667000,
440,99.5,5331d541-252f9-2e86cogP.VID,2014-03-26 14:19:44.808000,
452,99.3,5331d579-253b0-5dbdcogP.VID,2014-03-26 14:19:46.932000,
464,99.5,5331d5e2-25507-1643cogP.VID,2014-03-26 14:19:48.901000,
476,99.3,5331d607-2557f-27becogP.VID,2014-03-26 14:19:50.792000,
488,99.4,5331d6b4-257b4-8751cogP.VID,2014-03-26 14:19:52.745000,
500,99.4,5331d6d5-25820-70dacogP.VID,2014-03-26 14:19:54.698000,
512,99.5,5331d72d-25940-5f9ecogP.VID,2014-03-26 14:19:56.729000,
12,99.4,5331d74f-259af-7324cogP.VID,2014-03-26 14:19:58.760000,
524,99.4,5331d7a9-25ad4-35e0cogP.VID,2014-03-26 14:20:00.776000,
536,99.4,5331d7cc-25b47-7363cogP.VID,2014-03-26 14:20:02.822000,
548,99.5,5331d851-25cf9-4385cogP.VID,2014-03-26 14:20:04.744000,
560,99.4,5331d87d-25d89-7ae6cogP.VID,2014-03-26 14:20:06.697000,
572,99.5,5331d8d4-25ea5-3faecogP.VID,2014-03-26 14:20:08.728000,
584,99.4,5331d900-25f35-7710cogP.VID,2014-03-26 14:20:10.791000,
30,88.3,52cc4e57-14795-23cdcogP.VID,2014-03-26 14:20:13.759000,Substrate Align Left
78,84.2,52cc4ead-148ae-3e98cogP.VID,2014-03-26 14:20:15.712000,Substrate Align Right
123,79.8,52cc5154-25157-1b10cogP.VID,2014-03-26 14:20:17.790000,Local Align Right
167,79.8,52cc5161-25182-3ce1cogP.VID,2014-03-26 14:20:19.697000,Local Align Left
207,95.0,52cc7476-24412-30cfcogP.VID,2014-03-26 14:20:21.665000,VCSEL Left
245,97.0,52cc74f4-245ae-5b0acogP.VID,2014-03-26 14:20:23.634000,VCSEL Right
283,96.8,5331b99c-278b2-7fdecogP.VID,2014-03-26 14:20:25.618000,
301,98.0,5331b96c-27816-208acogP.VID,2014-03-26 14:20:27.618000,
320,96.7,5331ba93-27bd9-8266cogP.VID,2014-03-26 14:20:29.727000,
333,96.7,5331badd-27ccb-255ccogP.VID,2014-03-26 14:20:31.665000,
345,96.1,5331bb69-27e94-1b65cogP.VID,2014-03-26 14:20:33.805000,
357,95.9,5331bb9a-27f34-24b5cogP.VID,2014-03-26 14:20:35.790000,
369,96.8,5331bc54-28193-2619cogP.VID,2014-03-26 14:20:37.993000,
